title,price,year,mileage,fuel,engine,transmission
Toyota Corolla  2015 GLi 1.3 VVTi for Sale,3200000.0,2015,131320.0,Petrol,1300.0,Manual
Nissan Clipper  2019  for Sale,2800000.0,2019,101027.0,Petrol,660.0,Automatic
Daihatsu Mira  2015 L for Sale,2350000.0,2015,75000.0,Petrol,660.0,Automatic
Daihatsu Move  2020 L SA 3 for Sale,3625000.0,2020,32000.0,Petrol,658.0,Automatic
Haval H6  2024 HEV for Sale,11600000.0,2024,12395.0,Hybrid,1500.0,Automatic
Suzuki Alto  2012 VXR (CNG) for Sale,950000.0,2012,132439.0,CNG,1000.0,Manual
Toyota Aqua  2015 G LED Soft Leather Selection  for Sale,4150000.0,2015,90000.0,Hybrid,1500.0,Automatic
Toyota Yaris Sedan  2020 ATIV X MT 1.5 for Sale,3850000.0,2020,55300.0,Petrol,1500.0,Manual
Changan Oshan X7  2023 FutureSense for Sale,7900000.0,2023,29707.0,Petrol,1500.0,Automatic
Suzuki Every  2020 PA for Sale,2490000.0,2020,105000.0,Petrol,660.0,Automatic
Toyota Passo  2015 X for Sale,2500000.0,2015,92385.0,Petrol,1000.0,Automatic
Changan Karvaan  2020 Plus for Sale,1800000.0,2020,124933.0,Petrol,1000.0,Manual
Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,3395000.0000000005,2019,44349.0,Petrol,1300.0,Automatic
Toyota Corolla  2006 GLi 1.3 for Sale,2200000.0,2006,191000.0,Petrol,1300.0,Manual
Honda Accord  1988 EX for Sale,850000.0,1988,100000.0,Petrol,1600.0,Manual
Suzuki Swift  2023 GL CVT for Sale,4325000.0,2023,23665.0,Petrol,1200.0,Automatic
Honda Vezel  2022 e-HEV X for Sale,9800000.0,2022,49000.0,Hybrid,1500.0,Automatic
Suzuki Cultus  2016 EURO II for Sale,1650000.0,2016,70000.0,Petrol,1000.0,Manual
Toyota Corolla  1992 SE Limited for Sale,1950000.0,1992,63000.0,Petrol,1500.0,Automatic
Toyota Corolla  2020 Altis Grande CVT-i 1.8 for Sale,5900000.0,2020,40100.0,Petrol,1800.0,Automatic
Suzuki Margalla  1990  for Sale,260000.0,1990,66000.0,Petrol,1000.0,Manual
Toyota Yaris Hatchback  2022 X for Sale,4100000.0,2022,13981.0,Petrol,1000.0,Automatic
Suzuki Alto  2003 VXR for Sale,720000.0,2003,182000.0,Petrol,1000.0,Manual
Suzuki Wagon R  2018 VXR for Sale,2075000.0,2018,85000.0,Petrol,1000.0,Manual
Changan Karvaan  2020 Base Model 1.0 for Sale,1950000.0,2020,78000.0,Petrol,1000.0,Manual
Toyota Platz  2022  for Sale,1400000.0,2022,220866.0,Petrol,1000.0,Automatic
Audi A4 4th (B8) Generation 2014 1.8 TFSI for Sale,7000000.0,2014,48000.0,Petrol,1800.0,Automatic
Daihatsu Terios Kid  2001  for Sale,1525000.0,2001,166659.0,Petrol,660.0,Automatic
Toyota Corolla  2025 Altis X CVT-i 1.8 for Sale,4500000.0,2025,63000.0,Petrol,1800.0,Automatic
Suzuki Mehran  2010 VX for Sale,595000.0,2010,98562.0,Petrol,800.0,Manual
